ClaimID,ScenarioID,CustomerID,ProductID,ProductCategory,Brand,ModelNumber,SerialNumber,PurchaseDate,ClaimDate,FaultDate,WarrantyDurationMonths,WarrantyExpiryDate,WarrantyStatus,WarrantyRemainingDays,ExtendedWarranty,FaultType,DamageType,FaultCovered,ClaimReportingWithinPeriod,ReceiptAvailable,WarrantyCardAvailable,ProductImageAvailable,SerialEvidenceAvailable,FaultEvidenceAvailable,RepairReportAvailable,PreviousRepair,RepairCount,RepairAuthorized,PreviousReplacement,ReplacementWithinWarranty,SerialNumberMatch,ProductModelConsistent,DuplicateClaimIndicator,DocumentDuplicateIndicator,ContradictionIndicator,RequiredDocumentsComplete,PurchaseProofAvailable,PriorClaimCount,ClaimAmount,PreviousRepairCost,OCRConfidence,ClaimSubmissionChannel,ClaimClass
CLM00251,VALID_251,CUS00251,PROD00251,Washing Machine,ZenCore,ZEN-WAS-0251,SN-2026-000251,2025-09-11,2026-06-11,2026-06-06,12,2026-09-11,Active,92,No,Connectivity Issue,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1908.24,0.0,0.978,Email,Valid Claim
CLM00252,VALID_252,CUS00252,PROD00252,Camera,ZenCore,ZEN-CAM-0252,SN-2026-000252,2023-06-13,2026-02-13,2026-01-30,36,2026-06-13,Active,120,No,Water Leakage,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2234.35,0.0,0.918,Service Center,Valid Claim
CLM00253,VALID_253,CUS00253,PROD00253,Printer,HomePro,HOM-PRI-0253,SN-2026-000253,2024-05-12,2026-01-12,2026-01-06,24,2026-05-12,Active,120,No,Overheating,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,694.78,0.0,0.973,Mobile App,Valid Claim
CLM00254,VALID_254,CUS00254,PROD00254,Refrigerator,HomePro,HOM-REF-0254,SN-2026-000254,2025-08-16,2026-05-16,2026-05-04,12,2026-08-16,Active,92,Yes,Display Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,859.56,0.0,0.929,Web,Valid Claim
CLM00255,VALID_255,CUS00255,PROD00255,Laptop,Aster,AST-LAP-0255,SN-2026-000255,2023-12-21,2024-06-21,2024-06-14,12,2024-12-21,Active,183,No,Water Leakage,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,614.76,0.0,0.911,Email,Valid Claim
CLM00256,VALID_256,CUS00256,PROD00256,Printer,ZenCore,ZEN-PRI-0256,SN-2026-000256,2024-04-02,2025-02-02,2025-01-25,24,2026-04-02,Active,424,No,Mechanical Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,142.26,0.0,0.958,Email,Valid Claim
CLM00257,VALID_257,CUS00257,PROD00257,Refrigerator,HomePro,HOM-REF-0257,SN-2026-000257,2025-08-06,2025-11-06,2025-10-23,12,2026-08-06,Active,273,No,Water Leakage,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,971.25,0.0,0.969,Service Center,Valid Claim
CLM00258,VALID_258,CUS00258,PROD00258,Printer,PrimeView,PRI-PRI-0258,SN-2026-000258,2024-05-04,2024-07-04,2024-06-29,12,2025-05-04,Active,304,No,Connectivity Issue,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,Yes,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,809.96,649.88,0.98,Service Center,Valid Claim
CLM00259,VALID_259,CUS00259,PROD00259,Laptop,HomePro,HOM-LAP-0259,SN-2026-000259,2023-09-27,2025-12-27,2025-12-13,36,2026-09-27,Active,274,No,Connectivity Issue,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1691.0,0.0,0.938,Web,Valid Claim
CLM00260,VALID_260,CUS00260,PROD00260,Television,Aster,AST-TEL-0260,SN-2026-000260,2024-05-22,2026-11-22,2026-11-15,36,2027-05-22,Active,181,No,Water Leakage,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1488.95,0.0,0.902,Email,Valid Claim
CLM00261,VALID_261,CUS00261,PROD00261,Air Conditioner,HomePro,HOM-AIR-0261,SN-2026-000261,2024-04-26,2024-10-26,2024-10-24,12,2025-04-26,Active,182,No,Water Leakage,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,668.11,0.0,0.949,Mobile App,Valid Claim
CLM00262,VALID_262,CUS00262,PROD00262,Smartphone,PrimeView,PRI-SMA-0262,SN-2026-000262,2025-12-29,2026-02-28,2026-02-16,12,2026-12-29,Active,304,No,Connectivity Issue,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,430.54,0.0,0.959,Mobile App,Valid Claim
CLM00263,VALID_263,CUS00263,PROD00263,Washing Machine,HomePro,HOM-WAS-0263,SN-2026-000263,2023-12-19,2024-03-19,2024-03-17,12,2024-12-19,Active,275,No,Noise,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1547.76,0.0,0.909,Service Center,Valid Claim
CLM00264,VALID_264,CUS00264,PROD00264,Camera,HomePro,HOM-CAM-0264,SN-2026-000264,2024-03-30,2025-08-30,2025-08-26,24,2026-03-30,Active,212,No,Battery Problem,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,2125.4,0.0,0.92,Service Center,Valid Claim
CLM00265,VALID_265,CUS00265,PROD00265,Air Conditioner,ZenCore,ZEN-AIR-0265,SN-2026-000265,2024-01-20,2024-11-20,2024-11-15,36,2027-01-20,Active,791,No,Overheating,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1146.03,0.0,0.96,Service Center,Valid Claim
CLM00266,VALID_266,CUS00266,PROD00266,Washing Machine,HomePro,HOM-WAS-0266,SN-2026-000266,2023-10-11,2024-03-11,2024-03-03,24,2025-10-11,Active,579,No,Power Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,2701.39,0.0,0.921,Web,Valid Claim
CLM00267,VALID_267,CUS00267,PROD00267,Printer,HomePro,HOM-PRI-0267,SN-2026-000267,2024-05-21,2024-08-21,2024-08-13,12,2025-05-21,Active,273,No,Battery Problem,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,Yes,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1912.62,459.24,0.985,Web,Valid Claim
CLM00268,VALID_268,CUS00268,PROD00268,Washing Machine,ZenCore,ZEN-WAS-0268,SN-2026-000268,2025-01-14,2025-09-14,2025-08-31,12,2026-01-14,Active,122,Yes,Water Leakage,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2166.55,0.0,0.989,Service Center,Valid Claim
CLM00269,VALID_269,CUS00269,PROD00269,Air Conditioner,Aster,AST-AIR-0269,SN-2026-000269,2023-06-26,2024-04-26,2024-04-18,12,2024-06-26,Active,61,Yes,Noise,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,316.85,0.0,0.926,Email,Valid Claim
CLM00270,VALID_270,CUS00270,PROD00270,Television,PrimeView,PRI-TEL-0270,SN-2026-000270,2024-03-25,2024-06-25,2024-06-19,36,2027-03-25,Active,1003,No,Mechanical Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,470.91,0.0,0.975,Email,Valid Claim
CLM00271,VALID_271,CUS00271,PROD00271,Laptop,ZenCore,ZEN-LAP-0271,SN-2026-000271,2023-05-27,2023-10-27,2023-10-18,12,2024-05-27,Active,213,No,Water Leakage,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,2263.26,0.0,0.971,Service Center,Valid Claim
CLM00272,VALID_272,CUS00272,PROD00272,Air Conditioner,HomePro,HOM-AIR-0272,SN-2026-000272,2025-04-08,2026-04-08,2026-03-25,36,2028-04-08,Active,731,No,Battery Problem,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,2752.95,0.0,0.967,Mobile App,Valid Claim
CLM00273,VALID_273,CUS00273,PROD00273,Television,ZenCore,ZEN-TEL-0273,SN-2026-000273,2023-11-18,2025-01-18,2025-01-12,36,2026-11-18,Active,669,No,Power Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,2579.99,0.0,0.907,Email,Valid Claim
CLM00274,VALID_274,CUS00274,PROD00274,Printer,Aster,AST-PRI-0274,SN-2026-000274,2025-11-01,2026-09-01,2026-08-21,24,2027-11-01,Active,426,Yes,Noise,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,838.48,0.0,0.925,Mobile App,Valid Claim
CLM00275,VALID_275,CUS00275,PROD00275,Printer,HomePro,HOM-PRI-0275,SN-2026-000275,2025-02-24,2025-08-24,2025-08-22,12,2026-02-24,Active,184,No,Display Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,2079.66,0.0,0.934,Web,Valid Claim
CLM00276,VALID_276,CUS00276,PROD00276,Television,NovaTech,NOV-TEL-0276,SN-2026-000276,2023-05-17,2023-10-17,2023-10-15,24,2025-05-17,Active,578,No,Noise,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,2157.16,0.0,0.91,Web,Valid Claim
CLM00277,VALID_277,CUS00277,PROD00277,Camera,HomePro,HOM-CAM-0277,SN-2026-000277,2025-03-10,2027-07-10,2027-07-03,36,2028-03-10,Active,244,No,Overheating,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,2913.77,0.0,0.984,Email,Valid Claim
CLM00278,VALID_278,CUS00278,PROD00278,Smartphone,PrimeView,PRI-SMA-0278,SN-2026-000278,2024-04-14,2026-01-14,2026-01-03,24,2026-04-14,Active,90,No,Power Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1414.87,0.0,0.906,Web,Valid Claim
CLM00279,VALID_279,CUS00279,PROD00279,Television,HomePro,HOM-TEL-0279,SN-2026-000279,2023-05-05,2023-12-05,2023-11-28,36,2026-05-05,Active,882,No,Mechanical Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1623.65,0.0,0.969,Mobile App,Valid Claim
CLM00280,VALID_280,CUS00280,PROD00280,Camera,Aster,AST-CAM-0280,SN-2026-000280,2025-02-01,2026-09-01,2026-08-27,24,2027-02-01,Active,153,No,Overheating,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2993.82,0.0,0.966,Email,Valid Claim
CLM00281,VALID_281,CUS00281,PROD00281,Refrigerator,NovaTech,NOV-REF-0281,SN-2026-000281,2024-03-03,2024-06-03,2024-05-22,24,2026-03-03,Active,638,No,Water Leakage,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2912.01,0.0,0.984,Service Center,Valid Claim
CLM00282,VALID_282,CUS00282,PROD00282,Laptop,Aster,AST-LAP-0282,SN-2026-000282,2024-03-25,2025-01-25,2025-01-19,36,2027-03-25,Active,789,No,Noise,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,Yes,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1583.92,679.88,0.964,Web,Valid Claim
CLM00283,VALID_283,CUS00283,PROD00283,Printer,HomePro,HOM-PRI-0283,SN-2026-000283,2023-03-01,2024-08-01,2024-07-30,36,2026-03-01,Active,577,Yes,Mechanical Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,Yes,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1805.84,327.09,0.916,Service Center,Valid Claim
CLM00284,VALID_284,CUS00284,PROD00284,Camera,HomePro,HOM-CAM-0284,SN-2026-000284,2024-11-27,2025-05-27,2025-05-15,12,2025-11-27,Active,184,No,Power Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,332.73,0.0,0.932,Email,Valid Claim
CLM00285,VALID_285,CUS00285,PROD00285,Printer,NovaTech,NOV-PRI-0285,SN-2026-000285,2024-05-27,2024-09-27,2024-09-24,36,2027-05-27,Active,972,No,Battery Problem,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,Yes,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2052.95,55.28,0.902,Email,Valid Claim
CLM00286,VALID_286,CUS00286,PROD00286,Laptop,PrimeView,PRI-LAP-0286,SN-2026-000286,2025-10-02,2026-07-02,2026-06-19,24,2027-10-02,Active,457,No,Mechanical Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,75.78,0.0,0.919,Mobile App,Valid Claim
CLM00287,VALID_287,CUS00287,PROD00287,Printer,PrimeView,PRI-PRI-0287,SN-2026-000287,2026-03-13,2026-11-13,2026-11-12,12,2027-03-13,Active,120,No,Water Leakage,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,Yes,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,178.09,375.53,0.944,Email,Valid Claim
CLM00288,VALID_288,CUS00288,PROD00288,Washing Machine,HomePro,HOM-WAS-0288,SN-2026-000288,2026-02-14,2028-12-14,2028-12-10,36,2029-02-14,Active,62,No,Power Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,753.54,0.0,0.916,Service Center,Valid Claim
CLM00289,VALID_289,CUS00289,PROD00289,Refrigerator,PrimeView,PRI-REF-0289,SN-2026-000289,2025-12-13,2027-07-13,2027-07-06,24,2027-12-13,Active,153,No,Battery Problem,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,569.53,0.0,0.959,Mobile App,Valid Claim
CLM00290,VALID_290,CUS00290,PROD00290,Television,NovaTech,NOV-TEL-0290,SN-2026-000290,2025-07-06,2025-10-06,2025-09-24,12,2026-07-06,Active,273,Yes,Display Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,781.95,0.0,0.921,Web,Valid Claim
CLM00291,VALID_291,CUS00291,PROD00291,Washing Machine,ZenCore,ZEN-WAS-0291,SN-2026-000291,2023-02-04,2024-12-04,2024-11-29,36,2026-02-04,Active,427,No,Display Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2132.98,0.0,0.975,Service Center,Valid Claim
CLM00292,VALID_292,CUS00292,PROD00292,Printer,PrimeView,PRI-PRI-0292,SN-2026-000292,2025-11-23,2026-01-23,2026-01-10,36,2028-11-23,Active,1035,Yes,Water Leakage,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1324.69,0.0,0.911,Service Center,Valid Claim
CLM00293,VALID_293,CUS00293,PROD00293,Printer,Aster,AST-PRI-0293,SN-2026-000293,2026-01-28,2027-11-28,2027-11-17,36,2029-01-28,Active,427,Yes,Water Leakage,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1745.78,0.0,0.974,Service Center,Valid Claim
CLM00294,VALID_294,CUS00294,PROD00294,Camera,Aster,AST-CAM-0294,SN-2026-000294,2024-03-06,2025-08-06,2025-07-23,36,2027-03-06,Active,577,No,Overheating,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1778.83,0.0,0.949,Mobile App,Valid Claim
CLM00295,VALID_295,CUS00295,PROD00295,Refrigerator,NovaTech,NOV-REF-0295,SN-2026-000295,2025-06-11,2028-03-11,2028-02-27,36,2028-06-11,Active,92,No,Overheating,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2676.06,0.0,0.917,Email,Valid Claim
CLM00296,VALID_296,CUS00296,PROD00296,Washing Machine,ZenCore,ZEN-WAS-0296,SN-2026-000296,2025-01-04,2025-10-04,2025-10-03,24,2027-01-04,Active,457,No,Noise,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,576.81,0.0,0.97,Web,Valid Claim
CLM00297,VALID_297,CUS00297,PROD00297,Refrigerator,Aster,AST-REF-0297,SN-2026-000297,2025-11-29,2027-05-29,2027-05-25,24,2027-11-29,Active,184,No,Connectivity Issue,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,Yes,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2087.48,418.98,0.936,Service Center,Valid Claim
CLM00298,VALID_298,CUS00298,PROD00298,Printer,ZenCore,ZEN-PRI-0298,SN-2026-000298,2024-08-17,2025-08-17,2025-08-03,24,2026-08-17,Active,365,No,Noise,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1906.15,0.0,0.953,Mobile App,Valid Claim
CLM00299,VALID_299,CUS00299,PROD00299,Television,Aster,AST-TEL-0299,SN-2026-000299,2025-09-18,2027-04-18,2027-04-04,36,2028-09-18,Active,519,No,Connectivity Issue,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,Yes,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,2892.26,969.75,0.934,Service Center,Valid Claim
CLM00300,VALID_300,CUS00300,PROD00300,Television,NovaTech,NOV-TEL-0300,SN-2026-000300,2025-03-27,2025-10-27,2025-10-18,12,2026-03-27,Active,151,No,Display Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,2905.49,0.0,0.99,Web,Valid Claim
CLM00301,VALID_301,CUS00301,PROD00301,Washing Machine,ZenCore,ZEN-WAS-0301,SN-2026-000301,2025-06-04,2026-06-04,2026-05-24,24,2027-06-04,Active,365,No,Water Leakage,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1171.96,0.0,0.943,Email,Valid Claim
CLM00302,VALID_302,CUS00302,PROD00302,Air Conditioner,PrimeView,PRI-AIR-0302,SN-2026-000302,2025-11-05,2026-12-05,2026-12-02,24,2027-11-05,Active,335,No,Noise,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,Yes,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1883.68,274.56,0.948,Service Center,Valid Claim
CLM00303,VALID_303,CUS00303,PROD00303,Washing Machine,PrimeView,PRI-WAS-0303,SN-2026-000303,2023-04-22,2024-02-22,2024-02-13,12,2024-04-22,Active,60,No,Display Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1288.86,0.0,0.903,Email,Valid Claim
CLM00304,VALID_304,CUS00304,PROD00304,Washing Machine,Aster,AST-WAS-0304,SN-2026-000304,2023-03-06,2023-09-06,2023-08-23,12,2024-03-06,Active,182,No,Noise,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,831.78,0.0,0.982,Email,Valid Claim
CLM00305,VALID_305,CUS00305,PROD00305,Camera,NovaTech,NOV-CAM-0305,SN-2026-000305,2024-10-18,2025-07-18,2025-07-15,24,2026-10-18,Active,457,No,Display Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,797.12,0.0,0.945,Service Center,Valid Claim
CLM00306,VALID_306,CUS00306,PROD00306,Air Conditioner,NovaTech,NOV-AIR-0306,SN-2026-000306,2025-06-03,2025-08-03,2025-07-20,12,2026-06-03,Active,304,No,Overheating,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2252.5,0.0,0.966,Email,Valid Claim
CLM00307,VALID_307,CUS00307,PROD00307,Printer,NovaTech,NOV-PRI-0307,SN-2026-000307,2024-02-24,2024-04-24,2024-04-21,12,2025-02-24,Active,306,No,Noise,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,589.99,0.0,0.907,Service Center,Valid Claim
CLM00308,VALID_308,CUS00308,PROD00308,Television,HomePro,HOM-TEL-0308,SN-2026-000308,2023-01-27,2023-12-27,2023-12-24,24,2025-01-27,Active,397,Yes,Power Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1478.42,0.0,0.918,Email,Valid Claim
CLM00309,VALID_309,CUS00309,PROD00309,Television,NovaTech,NOV-TEL-0309,SN-2026-000309,2023-10-13,2025-06-13,2025-05-31,24,2025-10-13,Active,122,No,Connectivity Issue,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1057.74,0.0,0.951,Mobile App,Valid Claim
CLM00310,VALID_310,CUS00310,PROD00310,Television,ZenCore,ZEN-TEL-0310,SN-2026-000310,2023-01-29,2023-10-29,2023-10-28,12,2024-01-29,Active,92,No,Connectivity Issue,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1741.76,0.0,0.926,Web,Valid Claim
CLM00311,VALID_311,CUS00311,PROD00311,Smartphone,HomePro,HOM-SMA-0311,SN-2026-000311,2026-02-09,2026-09-09,2026-09-07,12,2027-02-09,Active,153,No,Connectivity Issue,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,2936.17,0.0,0.906,Service Center,Valid Claim
CLM00312,VALID_312,CUS00312,PROD00312,Television,HomePro,HOM-TEL-0312,SN-2026-000312,2026-03-11,2028-01-11,2028-01-08,24,2028-03-11,Active,60,No,Connectivity Issue,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1074.54,0.0,0.937,Web,Valid Claim
CLM00313,VALID_313,CUS00313,PROD00313,Television,NovaTech,NOV-TEL-0313,SN-2026-000313,2025-03-14,2026-05-14,2026-05-12,24,2027-03-14,Active,304,No,Noise,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1311.17,0.0,0.952,Mobile App,Valid Claim
CLM00314,VALID_314,CUS00314,PROD00314,Air Conditioner,NovaTech,NOV-AIR-0314,SN-2026-000314,2025-08-12,2026-03-12,2026-03-04,24,2027-08-12,Active,518,No,Connectivity Issue,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,2904.19,0.0,0.92,Mobile App,Valid Claim
CLM00315,VALID_315,CUS00315,PROD00315,Refrigerator,ZenCore,ZEN-REF-0315,SN-2026-000315,2025-10-03,2025-12-03,2025-11-28,12,2026-10-03,Active,304,No,Battery Problem,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1357.6,0.0,0.979,Web,Valid Claim
CLM00316,VALID_316,CUS00316,PROD00316,Washing Machine,PrimeView,PRI-WAS-0316,SN-2026-000316,2025-06-15,2027-02-15,2027-02-04,24,2027-06-15,Active,120,No,Battery Problem,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2458.43,0.0,0.93,Email,Valid Claim
CLM00317,VALID_317,CUS00317,PROD00317,Refrigerator,NovaTech,NOV-REF-0317,SN-2026-000317,2025-04-16,2025-12-16,2025-12-09,12,2026-04-16,Active,121,No,Noise,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,Yes,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2028.05,509.67,0.911,Web,Valid Claim
CLM00318,VALID_318,CUS00318,PROD00318,Laptop,Aster,AST-LAP-0318,SN-2026-000318,2023-03-24,2023-12-24,2023-12-14,12,2024-03-24,Active,91,No,Display Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,854.66,0.0,0.949,Email,Valid Claim
